Date,Candidate,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
07/10/2016,Trump,Is Trump a media mastermind?,"Bias Bash- Judy Miller discusses the republican complaints of Donald Trump's media coverage, and how it could be helping or hurting his campaign",Is Trump a media mastermind?,,"Trump, media, mastermind, ?","Is, a","Is, Trump, a, media, mastermind, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Is Trump a media mastermind?
07/10/2016,Trump,Trump and Clinton silent amid hurricane Matthew?,Strategy Room: Jeanne Zaino and Liz Peek weigh in on what the presidential candidates should be doing during the storm,Trump and Clinton silent amid hurricane Matthew?,,"Trump, Clinton, silent, amid, hurricane, Matthew, ?",and,"Trump, and, Clinton, silent, amid, hurricane, Matthew, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump and Clinton silent amid hurricane Matthew?
07/10/2016,Trump,Leaked tape captures Trump in crude rant with TV host,A leaked video from 2005 captured Donald Trump using lewd language discussing women with a television host just before he made a guest TV appearance.,Leaked tape captures Trump in crude rant with TV host,,"Leaked, tape, captures, Trump, crude, rant, TV, host","in, with","Leaked, tape, captures, Trump, in, crude, rant, with, TV, host","[{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.8126}]",neg,,,-0.8126,Leaked tape captures Trump in crude rant with TV host
08/10/2016,Trump,Utah Republicans out front in opposing Trump,"If the pushback against Donald Trump becomes a Republican Party revolt, it could be said that it got its start in Utah.",Utah Republicans out front in opposing Trump,,"Utah, Republicans, opposing, Trump","out, front, in","Utah, Republicans, out, front, in, opposing, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Utah Republicans out front in opposing Trump
08/10/2016,Trump,Donald Trump apologizes for controversial video remarks,GOP presidential candidate sorry for crude rant against women,Donald Trump apologizes for controversial video remarks,,"Donald, Trump, apologizes, controversial, video, remarks",for,"Donald, Trump, apologizes, for, controversial, video, remarks","[{'neg': 0.194, 'neu': 0.538, 'pos': 0.269, 'compound': 0.1779}]",neu,,,0.1779,Donald Trump apologizes for controversial video remarks
08/10/2016,Trump,Trump campaign on defense as some in GOP withdraw support,Republican nominee tells news outlets that he will not quit the race,Trump campaign on defense as some in GOP withdraw support,,"Trump, campaign, defense, GOP, withdraw, support","on, as, some, in","Trump, campaign, on, defense, as, some, in, GOP, withdraw, support","[{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.4939}]",neu,,,0.4939,Trump campaign on defense as some in GOP withdraw support
09/10/2016,Trump,Covering the Trump crisis,Media tout vile remarks about women,Covering the Trump crisis,,"Covering, Trump, crisis",the,"Covering, the, Trump, crisis","[{'neg': 0.577, 'neu': 0.423, 'pos': 0.0, 'compound': -0.6249}]",neg,,,-0.6249,Covering the Trump crisis
09/10/2016,Trump,Trump previews his Clinton attacks on Twitter,Campaign expects Trump controversy to be the first topic covered at tonight's town hall debate,Trump previews his Clinton attacks on Twitter,,"Trump, previews, Clinton, attacks, Twitter","his, on","Trump, previews, his, Clinton, attacks, on, Twitter","[{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}]",neu,,,-0.4404,Trump previews his Clinton attacks on Twitter
09/10/2016,Trump,"Does vulgar Trump tape matter to GOP voters, his supporters?","Early polls suggest Republican voters want GOP to stand by beleaguered presidential nominee, but what must Trump do to turn his campaign around?","Does vulgar Trump tape matter to GOP voters, his supporters?",,"vulgar, Trump, tape, matter, GOP, voters, ,, supporters, ?","Does, to, his","Does, vulgar, Trump, tape, matter, to, GOP, voters, ,, his, supporters, ?","[{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}]",neu,,,0.4588,"Does vulgar Trump tape matter to GOP voters, his supporters?"
10/10/2016,Trump,Trump 'very embarrassed' over latest scandal,"GOP nominee apologizes for lewd comments, attacks Clinton's character",Trump 'very embarrassed' over latest scandal,,"Trump, ', embarrassed, ', latest, scandal","very, over","Trump, ', very, embarrassed, ', over, latest, scandal","[{'neg': 0.587, 'neu': 0.413, 'pos': 0.0, 'compound': -0.6901}]",neg,,,-0.6901,Trump 'very embarrassed' over latest scandal
10/10/2016,Trump,Trump campaign manager: Critics on 'high horses',"Donald TrumpÕs campaign manager said certain members of Congress who have been critical of the GOP nomineeÕs recently revealed lewd comments from 2005 are on Òtheir high horse,Ó and she not-so-subtly hinted that some of those politicians may have indiscretions of their own to answer for.",Trump campaign manager: Critics on 'high horses',,"Trump, campaign, manager, :, Critics, ', high, horses, '",on,"Trump, campaign, manager, :, Critics, on, ', high, horses, '","[{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}]",neu,,,-0.296,Trump campaign manager: Critics on 'high horses'
10/10/2016,Trump,Trump: You'd be in jail,Trump threatens to jail Clinton over email scandal,Trump: You'd be in jail,,"Trump, :, jail","You, 'd, be, in","Trump, :, You, 'd, be, in, jail","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump: You'd be in jail
11/10/2016,Trump,Is Trump falling too far behind?,"Strategy Room: David Mercer and Brad Blakeman discuss Donald Trump's drop in the polls in Pennsylvania, and what it could mean for his race",Is Trump falling too far behind?,,"Trump, falling, far, ?","Is, too, behind","Is, Trump, falling, too, far, behind, ?","[{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.1531}]",neu,,,-0.1531,Is Trump falling too far behind?
11/10/2016,Trump,Trump on offense against Clinton ahead of final debate,Campaign heats up in final weeks before Election Day; 'The Five' panel weighs in,Trump on offense against Clinton ahead of final debate,,"Trump, offense, Clinton, ahead, final, debate","on, against, of","Trump, on, offense, against, Clinton, ahead, of, final, debate","[{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.25}]",neu,,,-0.25,Trump on offense against Clinton ahead of final debate
11/10/2016,Trump,Is there still time for a Trump victory?,Electoral path to victory could be narrowing after leaked tape,Is there still time for a Trump victory?,,"time, Trump, victory, ?","Is, there, still, for, a","Is, there, still, time, for, a, Trump, victory, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Is there still time for a Trump victory?
12/10/2016,Trump,Fox Flash: Mini-Trump,Pint-sized presidential look-alike joins us on the curvy couch,Fox Flash: Mini-Trump,,"Fox, Flash, :, Mini, -, Trump",,"Fox, Flash, :, Mini, -, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Fox Flash: Mini-Trump
12/10/2016,Trump,Crowd goes wild over 'mini-Trump',Toddler dressed like Trump made his on-stage appearance at a rally,Crowd goes wild over 'mini-Trump',,"Crowd, goes, wild, ', mini, -, Trump, '",over,"Crowd, goes, wild, over, ', mini, -, Trump, '","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Crowd goes wild over 'mini-Trump'
12/10/2016,Trump,Donald Trump on taking 'shackles' off campaign,Republican presidential nominee joins 'The O'Reilly Factor' to discuss how he will campaign for the remainder of the race,Donald Trump on taking 'shackles' off campaign,,"Donald, Trump, taking, ', shackles, ', campaign","on, off","Donald, Trump, on, taking, ', shackles, ', off, campaign","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Donald Trump on taking 'shackles' off campaign
13/10/2016,Trump,"Timing of the Trump video, accusers suspicious?","Donald Trump has alleged the liberal media is out to destroy his campaign, given the timing of the emergence of the lewd comments video, the WikiLeaks Clinton email releases and stories about his female sex assault accusers. Does he have a gripe?","Timing of the Trump video, accusers suspicious?",,"Timing, Trump, video, ,, accusers, suspicious, ?","of, the","Timing, of, the, Trump, video, ,, accusers, suspicious, ?","[{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}]",neu,,,-0.3612,"Timing of the Trump video, accusers suspicious?"
13/10/2016,Trump,Trump fights back after NY Times attack,"Strategy Room: Ellen Ratner and Charmaine Yoest discuss Donald Trump's most recent media scandal, where 2 women came out to the NY Times, alleging Trump assaulted them over 30 years ago",Trump fights back after NY Times attack,,"Trump, fights, NY, Times, attack","back, after","Trump, fights, back, after, NY, Times, attack","[{'neg': 0.537, 'neu': 0.463, 'pos': 0.0, 'compound': -0.7003}]",neg,,,-0.7003,Trump fights back after NY Times attack
13/10/2016,Trump,Multiple women accuse Donald Trump of groping,Peter Doocy reports from New York,Multiple women accuse Donald Trump of groping,,"Multiple, women, accuse, Donald, Trump, groping",of,"Multiple, women, accuse, Donald, Trump, of, groping","[{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2023}]",neu,,,-0.2023,Multiple women accuse Donald Trump of groping
14/10/2016,Trump,Trump repudiates latest personal attacks,Bernie Goldberg weighs in on GOP candidate's accusation remarks on 'The O'Reilly Factor',Trump repudiates latest personal attacks,,"Trump, repudiates, latest, personal, attacks",,"Trump, repudiates, latest, personal, attacks","[{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}]",neu,,,-0.4404,Trump repudiates latest personal attacks
14/10/2016,Trump,Trump blames Mexican billionaire for harassment stories,Republican presidential nominee takes aim at Carlos Slim,Trump blames Mexican billionaire for harassment stories,,"Trump, blames, Mexican, billionaire, harassment, stories",for,"Trump, blames, Mexican, billionaire, for, harassment, stories","[{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.7351}]",neg,,,-0.7351,Trump blames Mexican billionaire for harassment stories
14/10/2016,Trump,"Trump blames groping claims on media, Clinton","Garrett Tenney reports from Washington, D.C.","Trump blames groping claims on media, Clinton",,"Trump, blames, groping, claims, media, ,, Clinton",on,"Trump, blames, groping, claims, on, media, ,, Clinton","[{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}]",neu,,,-0.4019,"Trump blames groping claims on media, Clinton"
15/10/2016,Trump,Donald Trump says allegations are 100% fabricated,"Carl Cameron reports from Bangor, Maine",Donald Trump says allegations are 100% fabricated,,"Donald, Trump, says, allegations, 100, %, fabricated",are,"Donald, Trump, says, allegations, are, 100, %, fabricated","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Donald Trump says allegations are 100% fabricated
15/10/2016,Trump,Never Trump' Republican: Voters are increasingly disgusted,"Rep. Reid Ribble, R-Wis., discusses support for the major party candidates and House races on 'America's News HQ'",Never Trump' Republican: Voters are increasingly disgusted,,"Trump, ', Republican, :, Voters, increasingly, disgusted","Never, are","Never, Trump, ', Republican, :, Voters, are, increasingly, disgusted","[{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.5267}]",neu,,,-0.5267,Never Trump' Republican: Voters are increasingly disgusted
15/10/2016,Trump,Trump campaign reports raising $2 million in September,Donald Trump says he raised $100 million last month for his presidential campaign and Republican partners,Trump campaign reports raising $2 million in September,,"Trump, campaign, reports, raising, $, 2, million, September",in,"Trump, campaign, reports, raising, $, 2, million, in, September","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump campaign reports raising $2 million in September
16/10/2016,Trump,Trump spokeswoman rips media,Over sexual assault allegations,Trump spokeswoman rips media,,"Trump, spokeswoman, rips, media",,"Trump, spokeswoman, rips, media","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump spokeswoman rips media
16/10/2016,Trump,Miss USA 2005 defends Trump: He has always been respectful,Chelsea Cooley Altman speaks out on 'America's Newsroom',Miss USA 2005 defends Trump: He has always been respectful,,"Miss, USA, 2005, defends, Trump, :, respectful","He, has, always, been","Miss, USA, 2005, defends, Trump, :, He, has, always, been, respectful","[{'neg': 0.127, 'neu': 0.635, 'pos': 0.238, 'compound': 0.34}]",neu,,,0.34,Miss USA 2005 defends Trump: He has always been respectful
16/10/2016,Trump,Gingrich: A disciplined Trump is a formidable opponent,Former House speaker discusses what the GOP nominee needs to do to sway voters to his side,Gingrich: A disciplined Trump is a formidable opponent,,"Gingrich, :, disciplined, Trump, formidable, opponent","A, is, a","Gingrich, :, A, disciplined, Trump, is, a, formidable, opponent","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Gingrich: A disciplined Trump is a formidable opponent
17/10/2016,Trump,George Will: Trump has a point about rigged elections,"Syndicated Columnist George Will said Monday on ÒSpecial Report with Bret BaierÓ that Republican presidential nominee Donald Trump has a point to make about rigged elections, Òif he would just make it more clearly.Ó",George Will: Trump has a point about rigged elections,,"George, :, Trump, point, rigged, elections","Will, has, a, about","George, Will, :, Trump, has, a, point, about, rigged, elections","[{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.3612}]",neu,,,-0.3612,George Will: Trump has a point about rigged elections
17/10/2016,Trump,Donald Trump claims the presidential election is 'rigged',Reaction from 'The Five',Donald Trump claims the presidential election is 'rigged',,"Donald, Trump, claims, presidential, election, ', rigged, '","the, is","Donald, Trump, claims, the, presidential, election, is, ', rigged, '","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Donald Trump claims the presidential election is 'rigged'
17/10/2016,Trump,Trump expands 'rigged election' claims to include polls,Does the Republican presidential nominee have evidence to support his case?,Trump expands 'rigged election' claims to include polls,,"Trump, expands, ', rigged, election, ', claims, include, polls",to,"Trump, expands, ', rigged, election, ', claims, to, include, polls","[{'neg': 0.253, 'neu': 0.606, 'pos': 0.141, 'compound': -0.2732}]",neu,,,-0.2732,Trump expands 'rigged election' claims to include polls
18/10/2016,Trump,Trump touts bold proposal to end corruption in Washington,The GOP nominee did not take the bait despite being called out by the president for his 'rigged' election claims; Carl Cameron reports for 'Special Report',Trump touts bold proposal to end corruption in Washington,,"Trump, touts, bold, proposal, end, corruption, Washington","to, in","Trump, touts, bold, proposal, to, end, corruption, in, Washington","[{'neg': 0.103, 'neu': 0.654, 'pos': 0.243, 'compound': 0.3612}]",neu,,,0.3612,Trump touts bold proposal to end corruption in Washington
18/10/2016,Trump,Michael Moore made surprise Donald Trump film,"Michael Moore has been secretly working on Donald Trump film, titled ÒTrumpLand,Ó that will premiere Tuesday night in New York City.",Michael Moore made surprise Donald Trump film,,"Michael, Moore, surprise, Donald, Trump, film",made,"Michael, Moore, made, surprise, Donald, Trump, film","[{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}]",neu,,,0.2732,Michael Moore made surprise Donald Trump film
18/10/2016,Trump,Latest Fox News scorecard not a pretty picture for Trump,"Projections have Clinton winning 307 electoral votes, while Trump is set to get 181",Latest Fox News scorecard not a pretty picture for Trump,,"Latest, Fox, News, scorecard, pretty, picture, Trump","not, a, for","Latest, Fox, News, scorecard, not, a, pretty, picture, for, Trump","[{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3875}]",neu,,,-0.3875,Latest Fox News scorecard not a pretty picture for Trump
19/10/2016,Trump,Curt Schilling: Polls are underrepresenting Trump support,Former MLB All-Star pitcher says the polls are not reflective of what he's seeing,Curt Schilling: Polls are underrepresenting Trump support,,"Curt, Schilling, :, Polls, underrepresenting, Trump, support",are,"Curt, Schilling, :, Polls, are, underrepresenting, Trump, support","[{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}]",neu,,,0.4019,Curt Schilling: Polls are underrepresenting Trump support
19/10/2016,Trump,Debate talk: How Trump can win,"Strategy Room: Joe Lestingi and Charmaine Yoest break down how the presidential candidates should be preparing for tonight's debate, and what America should expect and watch for",Debate talk: How Trump can win,,"Debate, talk, :, Trump, win","How, can","Debate, talk, :, How, Trump, can, win","[{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.5859}]",compound,,,0.5859,Debate talk: How Trump can win
19/10/2016,Trump,One-on-one with Melania Trump in Trump Tower,"On 'Fox & Friends,' Ainsley Earhardt takes a tour of the Trump penthouse",One-on-one with Melania Trump in Trump Tower,,"-, -, Melania, Trump, Trump, Tower","One, on, one, with, in","One, -, on, -, one, with, Melania, Trump, in, Trump, Tower","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,One-on-one with Melania Trump in Trump Tower
20/10/2016,Trump,Trump couldn't resist,"In the final debate, Trump looked like he could do his job, but then...he couldn't.",Trump couldn't resist,,"Trump, resist","could, n't","Trump, could, n't, resist","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump couldn't resist
20/10/2016,Trump,Trump shines light on Clinton's women hypocrisy,"Clinton Foundation has received as much as $56 million in donations from Islamic countries that sanction abuse of women and gays, and Trump challenged Hillary to return the money. Dem strategist Jessica Ehrlich responds",Trump shines light on Clinton's women hypocrisy,,"Trump, shines, light, Clinton, women, hypocrisy","on, 's","Trump, shines, light, on, Clinton, 's, women, hypocrisy","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump shines light on Clinton's women hypocrisy
20/10/2016,Trump,Trump campaign raises concerns over voter fraud,"Peter Doocy reports from Washington, D.C.",Trump campaign raises concerns over voter fraud,,"Trump, campaign, raises, concerns, voter, fraud",over,"Trump, campaign, raises, concerns, over, voter, fraud","[{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.5859}]",neu,,,-0.5859,Trump campaign raises concerns over voter fraud
21/10/2016,Trump,Donald Trump explains his 'rigged system' claims,GOP nominee discusses his plan for America and the Democrats' role in violence at his rallies on 'Hannity',Donald Trump explains his 'rigged system' claims,,"Donald, Trump, explains, ', rigged, system, ', claims",his,"Donald, Trump, explains, his, ', rigged, system, ', claims","[{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}]",neu,,,-0.3612,Donald Trump explains his 'rigged system' claims
21/10/2016,Trump,"Newt Gingrich: Gore, Trump and liberal hypocrisy","Apparently, some people think that when a Republican says he will watch closely to make thereÕs no corruption of the vote, he is a Òthreat to democracyÓ and even a Òdomestic insurrectionist.Ó","Newt Gingrich: Gore, Trump and liberal hypocrisy",,"Newt, Gingrich, :, Gore, ,, Trump, liberal, hypocrisy",and,"Newt, Gingrich, :, Gore, ,, Trump, and, liberal, hypocrisy","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,"Newt Gingrich: Gore, Trump and liberal hypocrisy"
21/10/2016,Trump,Hillary Clinton works to tie Donald Trump to Putin's Russia,"Fox News correspondent Jennifer Griffin reports from Cleveland, Ohio",Hillary Clinton works to tie Donald Trump to Putin's Russia,,"Hillary, Clinton, works, tie, Donald, Trump, Putin, Russia","to, to, 's","Hillary, Clinton, works, to, tie, Donald, Trump, to, Putin, 's, Russia","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Hillary Clinton works to tie Donald Trump to Putin's Russia
22/10/2016,Trump,NASCAR truck to display 'Trump 2016' logo,Driver explains why he supports the Republican nominee,NASCAR truck to display 'Trump 2016' logo,,"NASCAR, truck, display, ', Trump, 2016, ', logo",to,"NASCAR, truck, to, display, ', Trump, 2016, ', logo","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,NASCAR truck to display 'Trump 2016' logo
22/10/2016,Trump,"Trump vows to sue accusers, says 'corrupt' media fabricating stories",Donald Trump is threatening to sue all of the women who have come forward in recent days accusing him of groping and sexual assault.,"Trump vows to sue accusers, says 'corrupt' media fabricating stories",,"Trump, vows, sue, accusers, ,, says, ', corrupt, ', media, fabricating, stories",to,"Trump, vows, to, sue, accusers, ,, says, ', corrupt, ', media, fabricating, stories","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,"Trump vows to sue accusers, says 'corrupt' media fabricating stories"
22/10/2016,Trump,Fox News poll: Trump wins veterans by 17 points,Military panel weighs in on where they stand on the 2016 race,Fox News poll: Trump wins veterans by 17 points,,"Fox, News, poll, :, Trump, wins, veterans, 17, points",by,"Fox, News, poll, :, Trump, wins, veterans, by, 17, points","[{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}]",neu,,,0.5719,Fox News poll: Trump wins veterans by 17 points
23/10/2016,Trump,Press pummels Trump over debate,On answer about accepting outcome,Press pummels Trump over debate,,"Press, pummels, Trump, debate",over,"Press, pummels, Trump, over, debate","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Press pummels Trump over debate
23/10/2016,Trump,Judith Miller: Women are responding to Trump by voting early,Fox News contributor reacts to early voting trends,Judith Miller: Women are responding to Trump by voting early,,"Judith, Miller, :, Women, responding, Trump, voting, early","are, to, by","Judith, Miller, :, Women, are, responding, to, Trump, by, voting, early","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Judith Miller: Women are responding to Trump by voting early
23/10/2016,Trump,Sean Spicer: Trump offered American voters a detailed plan,Reaction on 'Sunday Morning Futures' to the GOP candidate's Gettysburg speech,Sean Spicer: Trump offered American voters a detailed plan,,"Sean, Spicer, :, Trump, offered, American, voters, detailed, plan",a,"Sean, Spicer, :, Trump, offered, American, voters, a, detailed, plan","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Sean Spicer: Trump offered American voters a detailed plan
24/10/2016,Trump,"Trump booed, media pounce",Charity dinner jokes attacked,"Trump booed, media pounce",,"Trump, booed, ,, media, pounce",,"Trump, booed, ,, media, pounce","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,"Trump booed, media pounce"
24/10/2016,Trump,Media's 'crazy' Trump talk,Some pundits using extreme rhetoric,Media's 'crazy' Trump talk,,"Media, ', crazy, ', Trump, talk",'s,"Media, 's, ', crazy, ', Trump, talk","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Media's 'crazy' Trump talk
24/10/2016,Trump,Press pummels Trump over debate,On answer about accepting outcome,Press pummels Trump over debate,,"Press, pummels, Trump, debate",over,"Press, pummels, Trump, over, debate","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Press pummels Trump over debate
25/10/2016,Trump,Trump acknowledges 'Blacks for Trump' supporters,"Republican presidential nominee campaigns in Sanford, Florida",Trump acknowledges 'Blacks for Trump' supporters,,"Trump, acknowledges, ', Blacks, Trump, ', supporters",for,"Trump, acknowledges, ', Blacks, for, Trump, ', supporters","[{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}]",neu,,,0.4404,Trump acknowledges 'Blacks for Trump' supporters
