Candidate,Date,Headline,Snippet
trump,2016-10-16,"Donald Trump and the G.O.P.: The Party of Lincoln, Reagan and, Perhaps, Extinction","Mr. Trump’s rise has exacerbated tensions and deepened divisions within the 162-year-old Republican Party, raising concerns that it may go the way of the Whigs."
trump,2016-10-16,"Specter of Trump Loosens Tongues, if Not Purse Strings, in Silicon Valley","The tech community’s usual reticence about politics is being upended by the prospect of a President Trump, even as traditional fund-raising is lagging."
trump,2016-10-16,Ripples From the ‘How Low Can They Go’ Campaign,"As the run for president veered to Donald J. Trump’s treatment of women, and whether Bill Clinton’s was worse, Americans collectively shook their heads."
trump,2016-10-16,The California Ballot Measure That Inspired a Tax Revolt,"Proposition 13, a populist crusade in 1978 to cut property taxes, set in motion a political process that still reverberates across the nation."
trump,2016-10-16,"Corrections: October 16, 2016","Corrections appearing in print on Sunday, October 16, 2016."
trump,2016-10-16,North Carolina G.O.P. Building Is Firebombed,"Graffiti painted nearby depicted a swastika and the warning, “Nazi Republicans leave town or else.”"
trump,2016-10-17,"Donald Trump, the Worst of America","He is the logical extension of misogyny, racism, privilege and anti-intellectualism."
trump,2016-10-17,Donald Trump’s Playbook for Smearing,"When Trump is feeling cornered, in business or politics, he has a go-to strategy: He lies, and he just keeps lying."
trump,2016-10-17,The New Protesters Defying Donald Trump: His Customers,"Small, inconspicuous acts of rebellion have taken aim at perhaps the candidate’s most prized possession — his brand name — by boycotting what he’s selling."
trump,2016-10-17,"For Donald Trump, Lessons in Grace",The patriotic concession speeches of prior presidential candidates show an alternative to his corrosive conspiracies.
trump,2016-10-17,Audience Members Walk Out on Amy Schumer After Trump Criticisms,"At a show in Tampa, Fla., the comedian’s criticisms of Donald J. Trump drew boos, and some 200 people left."
trump,2016-10-17,Donald Trump Reveals Evangelical Rifts That Could Shape Politics for Years,"While most of the religious right’s old guard has chosen to stand by Mr. Trump, its judgment and authority are being challenged by evangelicals who are younger, minorities and women."
trump,2016-10-17,Why Trump Doubled Down on the Central Park Five,"The Republican nominee still says, despite all the evidence, that the five men confessed to sexual assault so they must be guilty. He’s not alone."
trump,2016-10-17,‘They’re Lies’: Melania Trump Rejects Women’s Claims That Husband Groped Them,"Ms. Trump, who has shied from interviews since her plagiarized speech at the Republican convention, said a lewd recording of her husband was “not the man that I know.”"
trump,2016-10-17,Jared Kushner Talks of a Trump TV Network With a Media Deal Maker,"Mr. Kushner, Donald J. Trump’s son-in-law, informally reached out to a veteran media investment banker, who is also a friend, about setting up the channel."
trump,2016-10-17,I Hardly Expected My Letter to Donald Trump to Go Viral,"Like lots of lawyers, I write dozens of lawyer letters every year — and they tend to have an audience of one."
trump,2016-10-18,Pledging the Trump Fraternity,"Like other groups, Delta Kappa Trump has its own status symbols and initiation ceremonies."
trump,2016-10-18,Obama to Trump: Stop Whining,"Speaking at the White House with the Italian prime minister, President Obama responded to a journalist’s question about Donald J. Trump’s claims of a rigged election by saying Mr. Trump should “stop whining.”"
trump,2016-10-18,Trump Calls for Term Limits,"Donald J. Trump, speaking Tuesday at a campaign event in Colorado Springs, said that if he was elected president he would call for congressional term limits."
trump,2016-10-18,Shameful Silence on Donald Trump’s Lies About Vote-Rigging,Republican leaders must reject the ridiculous notion that a national election can be “rigged.”
trump,2016-10-18,What Our Sons Are Learning From Donald Trump,A presidential candidate’s definition of masculinity prompts a second look at the damaging assumptions behind “boys will be boys.”
trump,2016-10-18,Obama Tells Trump: Stop ‘Whining’ and Trying to Discredit the Election,"At a news conference, the president said Donald J. Trump’s claims showed that the Republican Party’s nominee lacked the leadership or toughness to be president."
trump,2016-10-18,Donald Trump Says He Might Meet With Putin Before Inauguration,"In a radio interview on Monday, Mr. Trump said that Hillary Clinton and the Obama administration have been too aggressive with the Russian president."
trump,2016-10-18,Hillary Clinton and Donald Trump Answer Your Questions,"Readers told us what issues they wanted to hear more about, and the campaigns responded."
trump,2016-10-18,"Trump Wants Big Changes to Legal Immigration, Too — How Big?",Donald J. Trump has proposed the most substantial restrictions on legal immigration in nearly a century.
trump,2016-10-18,Magazine Says Six People Corroborate Writer’s Claim Trump Assaulted Her,"A People magazine article contains comments supporting the accusation of Natasha Stoynoff, a writer for the magazine."
trump,2016-10-19,The Trump Afterlife,Keeping his movement going after November will be a challenge.
trump,2016-10-19,Melania Trump Mimics Hillary Clinton to Defend Donald Trump,She’s parroting the arguments Clinton used decades ago about a “conspiracy” against Bill.
trump,2016-10-19,Trump in a Bikini,He relentlessly scrutinizes others. Let’s conduct various examinations of him.
trump,2016-10-19,The Religious Right’s Trump Schism,“The world is getting a glimpse into the dark and rotting core of evangelicalism.”
trump,2016-10-19,Goldman Sachs C.E.O. on Trump,"“We weren’t meeting in secret and we certainly weren’t plotting the destruction” of America, said Lloyd Blankfein, reacting to comments from Donald Trump."
trump,2016-10-19,Review: ‘Michael Moore in TrumpLand’ Isn’t About Donald Trump,"The film, which captures a live stage performance by Mr. Moore, is not a rollicking attack on the Republican nominee but a paean to Hillary Clinton."
trump,2016-10-19,Trump and Clinton’s Last Debate: Analysis,Here’s how we analyzed in real time the last presidential debate between Hillary Clinton and Donald J. Trump.
trump,2016-10-19,How Donald Trump Hacked the Politics of Foreign Policy,Scholars of American politics say Mr. Trump is using international issues as a medium to connect with voters’ gut-level fears and desires.
trump,2016-10-19,Donald Trump’s Call to Monitor Polls Raises Fears of Intimidation,"The candidate has issued dark warnings about a “stolen” election and voter fraud, using language that is leading to anxiety in minority communities."
trump,2016-10-19,How Silicon Valley Treats a Trump Backer: Peter Thiel,"Peter Thiel, who has drawn fire from fellow tech executives for supporting Donald J. Trump, plans to address the issue in a speech this month."
trump,2016-10-20,Trump and Clinton on Abortion,Donald J. Trump and Hillary Clinton offered drastically different opinions on the issue of abortion during the presidential debate in Las Vegas on Wednesday.
trump,2016-10-20,Was That a Presidential Debate or a Pitch for Trump TV?,"There were two Donald J. Trumps at the debate in Las Vegas: The presidential candidate, and the possible future media mogul."
trump,2016-10-20,Donald Trump’s Contempt for Democracy,"In saying he was not sure if he’d support the election results, Mr. Trump added another reason he is not qualified to be president."
trump,2016-10-20,A ‘Taco Wall’ to Protest Trump,"Supporters of the Democratic nominee for president, Hillary Clinton, surrounded a Trump Hotel in Las Vegas with about 150 taco trucks on Wednesday and staged protests ahead of the final presidential debate."
trump,2016-10-20,Donald Trump vs. American Democracy,He’s desperate for a reason to explain why he’s losing.
trump,2016-10-20,"Donald Trump Is Wrong on Mosul Attack, Military Experts Say","They said that Mr. Trump’s armchair generalship revealed a fundamental lack of understanding of Iraqi politics, military warfare, and military history."
trump,2016-10-20,Trump and the ‘Rigged’ Emmy Awards: A History of Snubs,"“The Apprentice” has been nominated several times for Primetime Emmy Awards, and its losses have apparently weighed on Mr. Trump."
trump,2016-10-20,Donald Trump Says He Will Accept Election Outcome (‘if I Win’),"“Of course I would accept a clear election result, but I would also reserve my right to contest or file a legal challenge in the case of a questionable result,” Mr. Trump said."
trump,2016-10-20,Donald Trump Won’t Say if He’ll Accept Result of Election,"“I will keep you in suspense,” Donald Trump said at a debate that began cordially but turned caustic. Hillary Clinton replied that his statement was “horrifying.”"
trump,2016-10-20,Clinton and Trump Do Battle in the Final Presidential Debate,Nicholas Kristof live-tweets and fact checks the showdown.
trump,2016-10-21,"Donald Trump, Enemy of Democracy",What’s the best response from all of us? To fight his attempted despotism with more democracy.
trump,2016-10-21,Trump to Accelerate Campaign Schedule,"Donald J. Trump said in Fletcher, N.C., that from now on he would be packing his schedule with events and expressed determination to win the presidential election."
trump,2016-10-21,Donald Trump’s Theories of Constitutional Interpretation,The Constitution is the guide.
trump,2016-10-21,Clinton Calls Trump Threat to Democracy,Hillary Clinton’s comments came as Donald J. Trump has repeatedly declined to say that he would accept the results of the presidential election.
trump,2016-10-21,Trump Speaks at Al Smith Dinner,"After a contentious debate the night before, Donald J. Trump shared the stage with Hillary Clinton one last time."
trump,2016-10-21,Trump and Clinton Both Accelerated Spending in September,"Donald Trump spent $70 million, according to reports, more than double the $30 million in August. Hillary Clinton’s campaign spent even more, $95 million."
trump,2016-10-21,Clinton Jabs Trump at Al Smith Dinner,"Hillary Clinton took the stage at the charity event, a respite of humor in a bruising campaign against Donald J. Trump."
trump,2016-10-21,Donald Trump’s Defiance Is Seen as ‘Colossal Mistake’ That Threatens U.S. Image,"Diplomats and elected officials fear that Mr. Trump, if he loses, will severely undermine the international reputation of the American political system."
trump,2016-10-21,Trump the Anti-American,"Rage is all that Trump has had to offer. His America is small. But this is still the land of “Sure,” of the embrace of possibility."
trump,2016-10-21,"Times Lawyer on Donald Trump, Libel and Free Speech","“The press serves as a check on people in power,” says David McCraw, The Times’s vice president and assistant general counsel."
trump,2016-10-22,Mr. Gingrich’s ‘Big Trump’,Newt Gingrich is positioning himself as the politician best able to mobilize Trump supporters going forward.
trump,2016-10-22,"Thank You, Donald Trump",His boasts have shown what women endure every day.
trump,2016-10-22,What Nixon Could Teach Trump About Losing,"Despite voting irregularities, he refused to cry foul after the 1960 election."
trump,2016-10-22,Gay Republican Group Declines to Endorse Donald Trump,The Log Cabin Republicans said its members were torn between the favorable words Mr. Trump has spoken about their concerns and the anti-gay-rights policies he has embraced.
trump,2016-10-22,Donald Trump Pledges to ‘Heal Divisions’ (and Sue His Accusers),"Mr. Trump went to Gettysburg, Pa., for what was supposed to be a major policy speech. He spent much of it dwelling on grievances."
trump,2016-10-22,Trump Recording Narrows Divide on Sexual Assault,A three-minute clip of Mr. Trump boasting about groping women appears to have prompted a change in consciousness that usually takes decades.
trump,2016-10-22,The Clinton and Trump Foundations Are Vastly Different. Here’s How.,A comparison of the Clinton and Trump Foundations and the controversies that surround them.
trump,2016-10-22,Can Trump Help Us Bridge the ‘God Gulf’?,The crisis among evangelicals over supporting Donald Trump’s candidacy has also provided an opportunity.
trump,2016-10-22,John McCain’s Choice on Trump,"The senator could try to rebuild the Republican Party, or he could play it safe."
trump,2016-10-22,Donald Trump’s Warning on Election Result Sounds Familiar to Some Immigrants,The candidate’s recent comments about the legitimacy of the election have perversely made some immigrants feel right at home.
trump,2016-11-24,Trump to Accept Inauguration Funds From Corporations and Big Donors,The move represents a continued march back from standards set in 2009 and complicates the president-elect’s pledge to eliminate influence from special interests.
trump,2016-11-24,"Wilbur Ross, Billionaire Investor, Is Said to Be Trump’s Commerce Pick","After choosing national security hard-liners for some of his earliest appointments, the president-elect is turning to ultrawealthy conservatives."
trump,2016-11-24,"A Battle to Change Medicare Is Brewing, Whether Trump Wants It or Not","Republicans plan to move forward on a years-old effort to shift Medicare to a system known as premium support, setting up a partisan fight."
trump,2016-11-24,"Betsy DeVos, Trump’s Education Pick, Has Steered Money From Public Schools","Ms. DeVos, a philanthropist, activist and Republican fund-raiser, has worked to give families vouchers to attend private schools and pressed to expand charter schools."
trump,2016-11-24,"Jared Kushner, Cast as Potential Player on Israel, Is Little Known There","President-elect Donald J. Trump said this week that Mr. Kushner, his son-in-law, could play a key, if undefined, role in Middle East peace efforts."
trump,2016-11-24,Carving Donald Trump,Pass the stuffing and wave the olive branch.
trump,2016-11-24,All the Clamor? Trump’s Palm Beach Neighbors See an Upside,"A security cordon and news trucks descended on the area around the president-elect’s Florida resort, but many residents were blasé about the activity."
trump,2016-11-24,Trump Cites Progress in Keeping Carrier Air Conditioning Plant in Indiana,"Donald J. Trump, who had made coming job losses at a Carrier plant a campaign issue, said he had reached out to the company."
trump,2016-11-24,"Trump Signs, Trees and Accusations That a New York Agency Is Biased","When his signs supporting Donald J. Trump for president were stolen or vandalized at his home in Queens, Michael Ricatto tried to catch the perpetrator. What happened next was a surprise."
trump,2016-11-24,Would Trump Have Won Trump University Cases? Evidence Says He Faced Hard Fight,"Sworn statements described a scheme to cheat customers, and sales playbooks called for tapping into “the roller coaster of emotions” to get people to sign up."
trump,2016-11-25,"In Scotland, Trump Built a Wall. Then He Sent Residents the Bill.","The president-elect left a trail of unmet promises on one of his golf courses, and lashed out at homeowners who stood in his way."
trump,2016-11-25,Trump Has Options for Undoing Obama’s Climate Legacy,"A little-known office under the control of the White House can keep some environmental regulations from taking effect, and the president can reverse rules not yet completed."
trump,2016-11-25,Republicans Divided Between Romney and Giuliani for Secretary of State,The leading candidates are both high-profile politicians with their share of detractors.
trump,2016-11-25,Donald Trump and the Lawsuit Presidency,The $25 million settlement of the Trump University fraud cases is only the tip of the iceberg.
trump,2016-11-25,How Trump Won the Troops,The regions and classes that send their children off to war were the same ones that voted for the president-elect.
trump,2016-11-25,Will Donald Trump Destroy the Iran Deal?,Leaders of other countries need to make clear to the president-elect that they will work to keep the nuclear agreement in place.
trump,2016-11-25,Donald Trump Goes to Washington,And the Lincoln Memorial gets a makeover.
trump,2016-11-25,"With North Korea Looming, Trump May Be Rethinking China Showdown","Starting a trade war would jeopardize Beijing’s cooperation on containing the North, whose nuclear capabilities have been increasing sharply."
trump,2016-11-25,Donald Trump Adds K.T. McFarland to His National Security Team,"Ms. McFarland, an aide in three Republican administrations, was named deputy national security adviser, while Donald F. McGahn II was chosen as White House counsel."
trump,2016-11-25,Remember When ‘Figaro’ Was Set in Trump Tower?,"Peter Sellars on his Reagan-era staging of “Le Nozze di Figaro” (1988), why he chose the setting, and what Mozart was saying about money, class and power."
trump,2016-11-26,"Potential Conflicts Around the Globe for Trump, the Businessman President","In many of the president-elect’s international development ventures, his business partners have close ties to foreign governments."
trump,2016-11-26,"‘Vulture’ or ‘Phoenix’? Wilbur Ross, Risk-Taker, Is Eyed for Commerce Post","President-elect Donald J. Trump is turning not to a cautious corporate chieftain, but to somebody usually considered either a hero or a villain."
trump,2016-11-26,"U.S. Officials Defend Integrity of Vote, Despite Hacking Fears","Some opponents of Donald J. Trump are seeking recounts in Wisconsin, Michigan and Pennsylvania, states where his margin of victory was extremely thin."
trump,2016-11-26,Donald Trump’s Caldron of Conflicts,Mr. Trump’s business interests will threaten the integrity of the government.
trump,2016-11-26,The Soldier Donald Trump Called a Traitor,The president-elect’s campaign crusade against Sgt. Bowe Bergdahl makes it unlikely that the former Taliban hostage can get a fair trial.
trump,2016-11-26,The Pretend Populism of Donald Trump,The “blue-collar billionaire” is looking plenty regal so far.
trump,2016-11-26,Trump’s Next Battle: Keeping These Republican Senators Happy,Lindsey Graham. John McCain. Jeff Flake. They are just a few of the lawmakers the president-elect may sometimes find himself having to win over.
trump,2016-11-26,A Donald Trump-Led Trip Back to the Gold-Plated ’80s,"The wealth culture of today, in contrast to the excesses of the 1980s, emphasizes staying under the radar. The election of Mr. Trump could change that."
trump,2016-11-26,Fate of U.S.-Cuba Thaw Is Less Certain Under Donald Trump,"The president-elect has been critical of the détente, and sent mixed signals during the campaign about his intentions toward the island nation."
trump,2016-11-26,"Trump Leans on Carrier to Keep 2,000 U.S. Jobs From Moving to Mexico","Two factories in Indiana were slated to close and their jobs moved to Monterrey. Mr. Trump tweeted, “Making progress,” in capital letters."
trump,2016-11-27,"Trump Claims, With No Evidence, That ‘Millions of People’ Voted Illegally",The president-elect made the unsubstantiated claim as part of a storm of Twitter posts voicing anger about a three-state recount push.
trump,2016-11-27,"Combative, Populist Steve Bannon Found His Man in Donald Trump","Mr. Bannon courted politicians who share his dark, populist worldview of a ruling class preying on working Americans and “the Judeo-Christian West” in a “war against Islamic fascism.”"
trump,2016-11-27,Invoking Radicals of America’s Recent Past in a Politically Fraught Present,"The outcome of this year’s election gives “Party People,” a play now at the Public Theater that draws on the ideas and activism of groups like the Black Panthers and Young Lords, a special urgency."
trump,2016-11-27,South Korean Leader Digs In Against Rising Calls for Impeachment,A bizarre scandal and an escalating backlash could make President Park Geun-hye the first South Korean leader to be removed from office since 1979.
trump,2016-11-27,"Fidel Castro, Donald Trump, Cyber Monday: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.
trump,2016-11-27,"Fidel Castro, François Fillon, Narendra Modi: Your Monday Briefing",Here’s what you need to know to start your day.
trump,2016-11-27,"At World Chess Championship, Familiar Overtones of East-West Politics","A Russian and a Norwegian are battling in a contest that is once again taking place during escalating tensions among Russia, the United States and Western Europe."
trump,2016-11-27,Obama Expands War With Al Qaeda to Include Shabab in Somalia,"The administration’s move to stretch a 2001 war authorization will strengthen Donald J. Trump’s authority to combat thousands of Somali militants, and has drawn objections from some experts."
trump,2016-11-28,Supreme Court Agenda in the Trump Era? A Justice Seems to Supply One,"At an energized conservative legal gathering, Justice Samuel A. Alito Jr. suggested that only resolve on the right could rescue free speech, religious liberty and gun rights."
trump,2016-11-28,"Trump’s Promises Will Be Hard to Keep, but Coal Country Has Faith","Though experts say out-of-work miners are likely to be disappointed by Donald J. Trump’s economic plans, his supporters in West Virginia believe he can bring jobs back."
trump,2016-11-28,Donald Trump’s Threat to Close Door Reopens Old Wounds in Cuba,"In a post on Twitter, he said he would “terminate” the pact President Obama made if Cuba is unwilling to make “a better deal for the Cuban people.”"
trump,2016-11-28,Congress May Hold Key to Handling Trump’s Conflicts of Interest,"If divestment or a blind trust does not solve the issue, Congress could approve actions in advance, adding transparency."
trump,2016-11-28,"Cities Vow to Fight Trump on Immigration, Even if They Lose Millions","Officials in what are known as sanctuary cities say they will act as a bulwark against mass deportations, even at the risk of losing federal money for local services."
trump,2016-11-28,Trump Meets Petraeus as Secretary of State Sweepstakes Heat Up,"Mr. Trump was widely criticized for baseless claims of voter fraud, and one of his advisers publicly denounced Mitt Romney, a contender to lead the State Department."
trump,2016-11-28,Can Oil Help Mexico Withstand Trump’s Attack on Trade? It’s Hard to See How,"The country’s state-owned oil company, Pemex, is saddled with debt and struggling with production. As a Donald J. Trump presidency looms, fixing it is a top priority."
trump,2016-11-28,Donald Trump Faces Obstacles to Resuming Waterboarding,"Federal law, international pressure and resistance from inside the C.I.A. stand in the way of Donald J. Trump using brutal interrogation tactics."
trump,2016-11-28,‘Trump Effect’ Is Already Shaping Events Around the World,"Donald J. Trump’s election is influencing markets, currencies and government policies as the world bets on how he will rewrite international rules."
trump,2016-11-28,Heng on Trump and the Trans-Pacific Partnership,"A toxic political war over money, jobs and globalization killed the complex trade deal that was supposed to be a signature legacy of President Obama."
trump,2016-11-29,Trump Picks Elaine Chao for Transportation Secretary,"Ms. Chao, as a former labor secretary and the wife of the Senate majority leader, has an establishment background at odds with the president-elect’s campaign."
trump,2016-11-29,"David Petraeus, Secretary of State Candidate, Meets With Trump","Mr. Petraeus, a retired general and former C.I.A. director, has emerged as a new contender after bitter internal feuding over the State Department post."
trump,2016-11-29,Trump Victory Tour Set as Cabinet Comes Together,"The president-elect, still trying to choose among a number of possibilities to be his secretary of state, won’t pull back on his habit of overnight and morning Twitter posts."
trump,2016-11-29,Trump Calls for Revoking Flag Burners’ Citizenship. Court Rulings Forbid It.,"The proposal, advanced by the president-elect via Twitter, appears to be in conflict with an array of Supreme Court precedents."
trump,2016-11-29,Dear President-Elect Trump: Here’s How to Fix Your Conflict-of-Interest Problem,"Consider hiring a corporate monitor, an independent overseer who will issue regular public reports about any possible instances of conflicts. We have just the person for you."
trump,2016-11-29,Trump Taps Hollywood’s Mnuchin for Treasury and Dines With Romney,"Steven Mnuchin, a longtime Trump acquaintance, is a former Goldman Sachs partner who has worked in hedge funds and Hollywood finance and has no government experience."
trump,2016-11-29,"Challenging the Boss in Public? For Kellyanne Conway, It’s Part of the Job",Ms. Conway’s criticism of Mitt Romney was expected to draw fury from President-elect Donald J. Trump. But she is not a typical aide.
trump,2016-11-29,"Vote Recount Push Advances, but Reversing Trump’s Win Is Unlikely","In Wisconsin, elections officials said on Monday that a recount of the state’s nearly three million votes would most likely begin on Thursday."
trump,2016-11-29,What (Lots of) Money Can Buy at Trump’s Inauguration,"An “exclusive” luncheon with cabinet appointees, an “intimate” dinner with the vice president-elect and more are available — for donors who give enough."
trump,2016-11-29,"Tom Price, Obamacare Critic, Is Trump’s Choice for Health Secretary",The six-term Republican congressman from Georgia has led opposition to the Affordable Care Act.
trump,2016-11-30,"If Trump Tweets It, Is It News? A Quandary for the News Media",News organizations grapple with covering a commander in chief who uses his Twitter account as a bully pulpit and propaganda weapon.
trump,2016-11-30,Why the Trump Team’s Economic Promises Will Be Hard to Execute,"The men chosen to lead the Treasury and Commerce Departments vow to cut taxes, increase growth and hold the line on deficits, testing the limits of economic math."
trump,2016-11-30,Trump to Announce Carrier Plant Will Keep Jobs in U.S.,"Reversing a plan the president-elect had assailed, the company will keep roughly half of the 2,000 manufacturing jobs in Indiana that it was to shift to Mexico."
trump,2016-11-30,Ethics Office Praises Donald Trump for a Move He Hasn’t Committed To,"In a series of oddly informal Twitter posts, the Office of Government Ethics appeared to conclude, wrongly, that Mr. Trump had promised to divest his assets."
trump,2016-11-30,C.I.A. Chief Warns Donald Trump Against Tearing Up Iran Nuclear Deal,John Brennan told the BBC that canceling the accord would be “the height of folly” and could lead to a nuclear arms race in the Middle East.
trump,2016-11-30,Sarah Palin for Veterans Affairs? A Wrestling Impresario for Small Business?,"The president-elect, who continues to fill his cabinet, will travel to Indiana this week to announce the saving of 1,000 factory jobs."
trump,2016-11-30,Steven Mnuchin Is More Pragmatist Than Ideologue,Such an approach could help Mr. Mnuchin balance competing views while pushing for some of President-elect Donald J. Trump’s major first-year goals.
trump,2016-11-30,"Tom Price, H.H.S. Nominee, Drafted Remake of Health Law","Mr. Price’s bill, the Empowering Patients First Act, would weaken many consumer protections in the Affordable Care Act, President Obama’s signature domestic achievement."
trump,2016-11-30,"Mr. Trump, Meet the Constitution",Why is the president-elect afraid of free speech?
trump,2016-11-30,"In Paris, Worries That Trump Will Embolden Le Pen","The National Front candidate for French president views Donald Trump’s election as “good news for our country,” but others see much to protest."
